filepaths,labels
flowers\rose\6039330368_c30ed224c4_m.jpg.npy,rose
flowers\sunflower\6606815161_3c4372760f.jpg.npy,sunflower
flowers\tulip\e73a39d3a35576e99261b923ef6a47de.jpg.npy,tulip
flowers\tulip\0e9228cc2a.jpg.npy,tulip
flowers\dandelion\19004688463_12a8423109.jpg.npy,dandelion
flowers\daisy\red-daisy-594867.jpg.npy,daisy
flowers\sunflower\15081164641_45a7b92b3a_m.jpg.npy,sunflower
flowers\rose\a65f2f83330e8f7efab6127a8e3e7efa.jpg.npy,rose
flowers\sunflower\2849071833_dbef416920_c.jpg.npy,sunflower
flowers\dandelion\14648903207_d2833f8c29_c.jpg.npy,dandelion
flowers\sunflower\28134952364.jpg.npy,sunflower
flowers\rose\red-roses-3826313.jpg.npy,rose
flowers\dandelion\13804044435_cd4ea64b01_c.jpg.npy,dandelion
flowers\dandelion\439871255_0fdb62eaf3_c.jpg.npy,dandelion
flowers\tulip\tulips-ceramics-pot-14061560.jpg.npy,tulip
flowers\dandelion\10.jpg.npy,dandelion
flowers\rose\6280916282_0174bb55d1_c.jpg.npy,rose
flowers\tulip\16629300204_94258c702f_c.jpg.npy,tulip
flowers\dandelion\10683189_bd6e371b97.jpg.npy,dandelion
flowers\sunflower\7817532452_9714719311_c.jpg.npy,sunflower
flowers\sunflower\5979111025_3bcae48ae6_n.jpg.npy,sunflower
flowers\tulip\stunning-spring-landscape-famous-keukenhof-garden-colorful-fresh-tulips-flowers-dutch-windmill-background-netherlands-103241046.jpg.npy,tulip
flowers\sunflower\837229370_25445e615b_c.jpg.npy,sunflower
flowers\dandelion\6954604340_d3223ed296_m.jpg.npy,dandelion
flowers\sunflower\8803272728_0d30acefe9_c.jpg.npy,sunflower
flowers\daisy\daisy-picking-5018853.jpg.npy,daisy
flowers\sunflower\7993820473_ca8b44beaa_c.jpg.npy,sunflower
flowers\rose\blooming_red_roses_03_hd_pictures_166942.jpg.npy,rose
flowers\sunflower\10687547556_c36e10553e_c.jpg.npy,sunflower
flowers\tulip\a13d4b8960.jpg.npy,tulip
flowers\rose\28657580874_b12b4135ff_c.jpg.npy,rose
flowers\dandelion\34679936936_9924d79c8d_n.jpg.npy,dandelion
flowers\dandelion\160980968_e3eb29b6f2_c.jpg.npy,dandelion
flowers\rose\4470984488_f4f89d405b_c.jpg.npy,rose
flowers\dandelion\817938130_74a1759980_c.jpg.npy,dandelion
flowers\daisy\white-daisy-flower-wooden-background-greeting-card-background-empty-space-text-white-daisy-flower-103778593.jpg.npy,daisy
flowers\sunflower\5950287577_a1b9322e02_c.jpg.npy,sunflower
flowers\rose\rose-flower-bouquet-28401348.jpg.npy,rose
flowers\sunflower\images40.jpg.npy,sunflower
flowers\tulip\e5b439e017ce14fe1e60125da20a5613.jpg.npy,tulip
flowers\daisy\4286053334_a75541f20b_m.jpg.npy,daisy
flowers\dandelion\9626864340_7ab643899a_c.jpg.npy,dandelion
flowers\daisy\2087343668_ef4fb95787_n.jpg.npy,daisy
flowers\sunflower\8453280996_0dbbc9e527_c.jpg.npy,sunflower
flowers\daisy\4440480869_632ce6aff3_n_jpg.rf.678653a6770232f9eb936b11750cae0d.jpg.npy,daisy
flowers\dandelion\9f09823749.jpg.npy,dandelion
flowers\daisy\498159452_b71afd65ba_jpg.rf.17997c1198dc39f6d509b2e6dd193834.jpg.npy,daisy
flowers\tulip\26623880806_a135358d74_c.jpg.npy,tulip
flowers\tulip\13472387874_d844478dbb.jpg.npy,tulip
flowers\dandelion\26644559678_c83e8e9032_c.jpg.npy,dandelion
flowers\dandelion\97ac45fa5464e64ee05eb2e9c79ba1a2.jpg.npy,dandelion
flowers\rose\8516036987_8a06dfe1b5_n.jpg.npy,rose
flowers\daisy\4923279674_e7f8e70794_n_jpg.rf.2c1fd1168d1e627a776aa89093617099.jpg.npy,daisy
flowers\tulip\17408197905_829c4d7940_m.jpg.npy,tulip
flowers\dandelion\14942894236_d9295c33f6_c.jpg.npy,dandelion
flowers\sunflower\52.jpg.npy,sunflower
flowers\rose\27532881000_6e2f3fb5c4_c.jpg.npy,rose
flowers\dandelion\46681073434_5e20a41c9a_c.jpg.npy,dandelion
flowers\daisy\86ad02464c.jpg.npy,daisy
flowers\rose\vintage-photo-rose-flower-bouquet-wood-table-46571272.jpg.npy,rose
flowers\rose\6175134743_8175e630e1_c.jpg.npy,rose
flowers\tulip\2897873399_82ac5314a7_c.jpg.npy,tulip
flowers\daisy\1354396826_2868631432_m.jpg.npy,daisy
flowers\rose\white-roses-20357140.jpg.npy,rose
flowers\rose\716fc4b318.jpg.npy,rose
flowers\tulip\e645b0e6d26f45d5814216076c4b251b.jpg.npy,tulip
flowers\sunflower\2694860538_b95d60122c_m.jpg.npy,sunflower
flowers\rose\5d64eec828.jpg.npy,rose
flowers\daisy\4222584034_8964cbd3de_jpg.rf.e3c5041054187c95c34dabf88ca4462a.jpg.npy,daisy
flowers\rose\yellow-orange-color-rose-flower-close-up-55975577.jpg.npy,rose
flowers\daisy\image_02292.jpg.npy,daisy
flowers\dandelion\17244252705_328e0bcda6.jpg.npy,dandelion
flowers\daisy\866b79714a.jpg.npy,daisy
flowers\daisy\34665595995_13f76d5b60_n.jpg.npy,daisy
flowers\rose\15202632426_d88efb321a_n.jpg.npy,rose
flowers\tulip\16283125269_4cfae953f1.jpg.npy,tulip
flowers\rose\5001843267_ccc0aa7d4d_n.jpg.npy,rose
flowers\tulip\56bb82c691673ae5563beaa3f688421f.jpg.npy,tulip
flowers\rose\bouquet-roses-1828131.jpg.npy,rose
flowers\tulip\25583477203_89bda289e6_c.jpg.npy,tulip
flowers\sunflower\1109359641_39f2b5a33d_c.jpg.npy,sunflower
flowers\dandelion\image_06341.jpg.npy,dandelion
flowers\sunflower\sunflower-field-3620919_1920.jpg.npy,sunflower
flowers\daisy\2001380507_19488ff96a_n.jpg.npy,daisy
flowers\rose\5336562212_d014ddf9ca_n.jpg.npy,rose
flowers\rose\red-roses-piano-keys-music-book-closeup-view-66196769.jpg.npy,rose
flowers\rose\5721768347_2ec4d2247b_n.jpg.npy,rose
flowers\tulip\13979098015_e8c98fd34e_n.jpg.npy,tulip
flowers\tulip\6931489544_2f35025f7b_m.jpg.npy,tulip
flowers\dandelion\7262863194_682209e9fb.jpg.npy,dandelion
flowers\rose\203936533_9607_3AC79E89768848EC9909A0050C4D9F29.jpg.npy,rose
flowers\dandelion\17600262620_05a0526f89_c.jpg.npy,dandelion
flowers\rose\19271410704_932d1f2c97_n.jpg.npy,rose
flowers\tulip\12899a1a10.jpg.npy,tulip
flowers\tulip\0b7d00d6d473c3674962140295360cc7.jpg.npy,tulip
flowers\rose\image_01247.jpg.npy,rose
flowers\tulip\22ba031ba159696bac43fe71eb67364d.jpg.npy,tulip
flowers\dandelion\2a7a09b7ce.jpg.npy,dandelion
flowers\dandelion\34353356522_9b1b953aaf_c.jpg.npy,dandelion
flowers\rose\bunches-pink-roses-521175.jpg.npy,rose
flowers\rose\5299961378_64756a2659_c.jpg.npy,rose
flowers\dandelion\8967773366_1a63d17b67_c.jpg.npy,dandelion
flowers\tulip\f4e68a89c3.jpg.npy,tulip
flowers\dandelion\4565894071_23f04c0cc6_c.jpg.npy,dandelion
flowers\rose\7683456068_02644b8382_m.jpg.npy,rose
flowers\rose\5001846301_9380fbe900_n.jpg.npy,rose
flowers\rose\7bfe541123.jpg.npy,rose
flowers\rose\6785415531_386acc683d_c.jpg.npy,rose
flowers\daisy\image_06203.jpg.npy,daisy
flowers\sunflower\77c5348b87.jpg.npy,sunflower
flowers\daisy\4318007511_e9f4311936_n_jpg.rf.e1edce2a2cb9f9e5fe0ad0b22283622f.jpg.npy,daisy
flowers\dandelion\5378615533_7d73a52169_c.jpg.npy,dandelion
flowers\rose\9426713041_102c40f032_c.jpg.npy,rose
flowers\dandelion\6103898045_e066cdeedf_n.jpg.npy,dandelion
flowers\dandelion\28575318298_ab8d26976e_c.jpg.npy,dandelion
flowers\rose\beautiful-rose-flower-14537767.jpg.npy,rose
flowers\rose\28404289281_17d6a2b0de_c.jpg.npy,rose
flowers\sunflower\8311628633_0b4b26da1d_c.jpg.npy,sunflower
flowers\tulip\432758760_b27d346342_c.jpg.npy,tulip
flowers\sunflower\7110d144b8.jpg.npy,sunflower
flowers\daisy\3337643329_accc9b5426_jpg.rf.dd66184e0893ea978540a459b983991b.jpg.npy,daisy
flowers\rose\23860547783_61e81b3ea2_c.jpg.npy,rose
flowers\daisy\db5405b697.jpg.npy,daisy
flowers\daisy\7288989324_c25d9febbf.jpg.npy,daisy
flowers\sunflower\31.jpg.npy,sunflower
flowers\daisy\2641979584_2b21c3fe29_m_jpg.rf.f6549e044d633e8af600156903bf5960.jpg.npy,daisy
flowers\daisy\34720703615_bdf1335d8b_n.jpg.npy,daisy
flowers\dandelion\2160074230_c4aacf44b5_c.jpg.npy,dandelion
flowers\rose\15972976206_d32feeb79b_n.jpg.npy,rose
flowers\daisy\field-daisy-flowers-28775894.jpg.npy,daisy
flowers\tulip\13938354469_7f7368e63f_c.jpg.npy,tulip
flowers\rose\18302793940_8fcc8b4661_n.jpg.npy,rose
flowers\tulip\8712270243_8512cf4fbd.jpg.npy,tulip
flowers\daisy\a15b529cf7.jpg.npy,daisy
flowers\tulip\5665080897_0796f726c9_m.jpg.npy,tulip
flowers\rose\roses-faded-background-22869818.jpg.npy,rose
flowers\sunflower\28924683327_ef8572d110_c.jpg.npy,sunflower
flowers\daisy\5577555349_2e8490259b.jpg.npy,daisy
flowers\rose\2d2a1ed3792d3c55d2859b5a6cd23b36.jpg.npy,rose
flowers\dandelion\11124381625_24b17662bd_n.jpg.npy,dandelion
flowers\rose\8739683185_17435b3217_c.jpg.npy,rose
flowers\dandelion\40879701105_7fb5922baf_c.jpg.npy,dandelion
flowers\tulip\tulips-4978870.jpg.npy,tulip
flowers\tulip\14674388855_2da18e375a_m.jpg.npy,tulip
flowers\tulip\14069841698_a5dff9cfd2_n.jpg.npy,tulip
flowers\tulip\2581355948_004e41a341_c.jpg.npy,tulip
flowers\dandelion\411151535_513e8f3584_c.jpg.npy,dandelion
flowers\rose\149137665_db5e421309_c.jpg.npy,rose
flowers\rose\30084475004_8e1e37d763_c.jpg.npy,rose
flowers\dandelion\image_06313.jpg.npy,dandelion
flowers\sunflower\195230080_6e70ad2409_c.jpg.npy,sunflower
flowers\dandelion\dandelion-14750246.jpg.npy,dandelion
flowers\dandelion\27477907335_06d1f39fc9_c.jpg.npy,dandelion
flowers\sunflower\7-sunflower-varieties-for-your-garden-Ballad.jpg.npy,sunflower
flowers\daisy\cdb7b4738d.jpg.npy,daisy
flowers\dandelion\8738317694_eca2ce3bfc_n.jpg.npy,dandelion
flowers\sunflower\1311195373_51ef605988_c.jpg.npy,sunflower
flowers\tulip\16538060663_567cca48e1_c.jpg.npy,tulip
flowers\sunflower\sunflower-5676295.jpg.npy,sunflower
flowers\rose\0824da06e5.jpg.npy,rose
flowers\dandelion\6972675188_37f1f1d6f6.jpg.npy,dandelion
flowers\daisy\3639009391_0f910681b7_jpg.rf.d62965bbcbb95e91fb1749e15f47a4fa.jpg.npy,daisy
flowers\sunflower\14472246629_72373111e6_m.jpg.npy,sunflower
flowers\tulip\8628453641_6f87755815_m.jpg.npy,tulip
flowers\rose\3348864936_be47485694_c.jpg.npy,rose
flowers\tulip\2291474338_77257f1976_c.jpg.npy,tulip
flowers\tulip\5666286130_1dc6f66f09_n.jpg.npy,tulip
flowers\sunflower\14323996364_abe2709315_c.jpg.npy,sunflower
flowers\daisy\3415180846_d7b5cced14_m_jpg.rf.344f0c8784f5e72a7372c794c8cda085.jpg.npy,daisy
flowers\rose\white-roses-background-close-up-75857536.jpg.npy,rose
flowers\dandelion\13920113_f03e867ea7_m.jpg.npy,dandelion
flowers\tulip\15369979332_fa76d8bd00_c.jpg.npy,tulip
flowers\rose\2065522422_cfdd80044a_n.jpg.npy,rose
flowers\dandelion\2938040169_eb38581359.jpg.npy,dandelion
flowers\tulip\4559897554_e42d696283_c.jpg.npy,tulip
flowers\sunflower\6335915983_c4bae8f4e3_c.jpg.npy,sunflower
flowers\dandelion\13946048982_4e6ec56987.jpg.npy,dandelion
flowers\sunflower\14520932260_61d3249a7c_c.jpg.npy,sunflower
flowers\daisy\daisy-flower-below-blue-sky-9565897.jpg.npy,daisy
flowers\daisy\7a7426cbb2b6637421a50dd670e2d076.jpg.npy,daisy
flowers\tulip\30ca6391b7.jpg.npy,tulip
flowers\sunflower\4806174512_e04475b766_n.jpg.npy,sunflower
flowers\sunflower\sunflower-field-annapolis-valley-nova-scotia-canada-33681575.jpg.npy,sunflower
flowers\rose\4669659278_3dbce37d7f_c.jpg.npy,rose
flowers\sunflower\38325085_093ddd6b7b_c.jpg.npy,sunflower
flowers\tulip\6592ae9bb0.jpg.npy,tulip
flowers\tulip\5724895609_c19f0db9a9_c.jpg.npy,tulip
flowers\rose\8036594516_69a7da5f73_m.jpg.npy,rose
flowers\daisy\red-gerber-daisy-16490535.jpg.npy,daisy
flowers\daisy\6c96e97a20.jpg.npy,daisy
flowers\dandelion\34732908685_a219574ffe_n.jpg.npy,dandelion
flowers\rose\7285188160_49d84b95a3_m.jpg.npy,rose
flowers\rose\1486916680_facff5b09d_c.jpg.npy,rose
flowers\dandelion\14606007758_da59399765_c.jpg.npy,dandelion
flowers\sunflower\e400ce6345.jpg.npy,sunflower
flowers\daisy\2480569557_f4e1f0dcb8_n.jpg.npy,daisy
flowers\sunflower\3154932076_eff5c38231_n.jpg.npy,sunflower
flowers\daisy\72e81a08c1.jpg.npy,daisy
flowers\rose\27149131764_0293cd8ab1_c.jpg.npy,rose
flowers\sunflower\8014735546_3db46bb1fe_n.jpg.npy,sunflower
flowers\dandelion\144686365_d7e96941ee_n.jpg.npy,dandelion
flowers\rose\28717021477_abd010b573_c.jpg.npy,rose
flowers\sunflower\5241746807_1990fa9498_c.jpg.npy,sunflower
flowers\tulip\8759594528_2534c0ec65_n.jpg.npy,tulip
flowers\rose\image_01245.jpg.npy,rose
flowers\tulip\64b9ee54b58470a0fcd56a165c334eff.jpg.npy,tulip
flowers\tulip\16717320956_d4b00807f2.jpg.npy,tulip
flowers\rose\15310321012_f3aaf52277_c.jpg.npy,rose
flowers\daisy\9496209717_25a6ebdab6_m.jpg.npy,daisy
flowers\rose\2519352934_263ca935a5_c.jpg.npy,rose
flowers\daisy\7630511450_02d3292e90.jpg.npy,daisy
flowers\dandelion\c21e50777a7ed8aaf046726bc5151245.jpg.npy,dandelion
flowers\tulip\aadc0ef6fac73d058f84852adcb7d352.jpg.npy,tulip
flowers\rose\3203779656_3580151ea4_m.jpg.npy,rose
flowers\daisy\image_02208.jpg.npy,daisy
flowers\dandelion\16945402634_dd2d66c9f5_c.jpg.npy,dandelion
flowers\tulip\14015141791_fe9da059d3_c.jpg.npy,tulip
flowers\sunflower\3840761441_7c648abf4d_n.jpg.npy,sunflower
flowers\daisy\field-daisy-19795856.jpg.npy,daisy
flowers\rose\image_01158.jpg.npy,rose
flowers\tulip\2cad1d9334.jpg.npy,tulip
flowers\dandelion\1426682852_e62169221f_m.jpg.npy,dandelion
flowers\dandelion\2019520447_48b2354a20_m.jpg.npy,dandelion
flowers\sunflower\19756232959_17cde3b9f0_m.jpg.npy,sunflower
flowers\rose\dry-roses-bud-130049229.jpg.npy,rose
flowers\tulip\12916135413_dafcf3089e_n.jpg.npy,tulip
flowers\sunflower\21995435890_e5672244a4_m.jpg.npy,sunflower
flowers\rose\34796172892_d3c8ea4078_c.jpg.npy,rose
flowers\sunflower\31359847798_548e13f0e0_c.jpg.npy,sunflower
flowers\tulip\16783143903_4ff33e4e50_c.jpg.npy,tulip
flowers\dandelion\19613204505_da554eb56a_n.jpg.npy,dandelion
flowers\daisy\33918001783_06a692e371_n_jpg.rf.67c408fa455e645ca4bf34b530c009c6.jpg.npy,daisy
flowers\daisy\3c066df8246892e666f1e455a049ef13 (1).jpg.npy,daisy
flowers\daisy\25.jpg.npy,daisy
flowers\dandelion\17884609480_5abb6e7a29_c.jpg.npy,dandelion
flowers\tulip\26098560492_b08ce0d714_c.jpg.npy,tulip
flowers\tulip\tulips-14108485.jpg.npy,tulip
flowers\sunflower\26628742799_c1fb650ba9_c.jpg.npy,sunflower
flowers\sunflower\20747433071_41e8ba09f4_c.jpg.npy,sunflower
flowers\daisy\4890424315_6a59696357_n_jpg.rf.41017856f189333d58e24d747cf378cf.jpg.npy,daisy
flowers\tulip\2936181186_38ff43492e.jpg.npy,tulip
flowers\sunflower\84478425_fc15909256_c.jpg.npy,sunflower
flowers\dandelion\dandelions-flowers-dandelion-leaf-isolated-white-background-156396364.jpg.npy,dandelion
flowers\dandelion\2497301920_91490c42c0.jpg.npy,dandelion
flowers\rose\2724899750_49641ac717_c.jpg.npy,rose
flowers\sunflower\4859972908_4ceb3c2813_c.jpg.npy,sunflower
flowers\sunflower\753936e9d7.jpg.npy,sunflower
flowers\rose\5845738332_68fb24aa9d_c.jpg.npy,rose
flowers\dandelion\8681420404_6ae114f036_n.jpg.npy,dandelion
flowers\tulip\26532078565_2f9e6f5f17_c.jpg.npy,tulip
flowers\sunflower\45925599532_fdb1a46979_c.jpg.npy,sunflower
flowers\rose\4418167076_607c245c35_c.jpg.npy,rose
flowers\daisy\2473825306_62fd5f8785_n.jpg.npy,daisy
flowers\rose\4fad2bfd4f.jpg.npy,rose
flowers\rose\9137749093_46a9ae656b_c.jpg.npy,rose
flowers\rose\4357972395_653c4cb76d_c.jpg.npy,rose
flowers\tulip\7166591854_93c0dd6f8d_n.jpg.npy,tulip
flowers\sunflower\7037839001_4d8a164cb1_c.jpg.npy,sunflower
flowers\tulip\ac55653be5.jpg.npy,tulip
flowers\dandelion\2387025546_6aecb1b984_n.jpg.npy,dandelion
flowers\sunflower\4868595281_1e58083785.jpg.npy,sunflower
flowers\sunflower\sunflowers.jpg.npy,sunflower
flowers\sunflower\5139977423_d413b23fde_m.jpg.npy,sunflower
flowers\rose\red-roses-ribbon-white-background-valentine-s-day-anniversary-congratulations-background-66117104.jpg.npy,rose
flowers\tulip\14122029097_3e3285ca5c_n.jpg.npy,tulip
flowers\rose\image_01243.jpg.npy,rose
flowers\dandelion\65.jpg.npy,dandelion
flowers\tulip\20681033482_3210c288bc_c.jpg.npy,tulip
flowers\tulip\14276668513_f205b5270d_n.jpg.npy,tulip
flowers\daisy\9299302012_958c70564c_n_jpg.rf.9b4e364e945dfb66ef39a68cd0fb4718.jpg.npy,daisy
flowers\sunflower\190566965_808863bfb0_c.jpg.npy,sunflower
flowers\sunflower\22.jpg.npy,sunflower
flowers\rose\22504198392_fc4eff37ae_c.jpg.npy,rose
flowers\tulip\tulips-isolated-white-bunch-89196508.jpg.npy,tulip
flowers\rose\image_01227.jpg.npy,rose
flowers\sunflower\Sunflower0.jpg.npy,sunflower
flowers\sunflower\b469257b47.jpg.npy,sunflower
flowers\daisy\799952628_bf836677fa_n.jpg.npy,daisy
flowers\sunflower\9497774935_a7daec5433_n.jpg.npy,sunflower
flowers\rose\red_rose_516752.jpg.npy,rose
flowers\sunflower\4878380701_dba2139388_c.jpg.npy,sunflower
flowers\tulip\4531346009_0fe8a79cc7_c.jpg.npy,tulip
flowers\sunflower\d00f3b6a1cb0dd66d1b2a0c041df48cb.jpg.npy,sunflower
flowers\daisy\14399435971_ea5868c792.jpg.npy,daisy
flowers\daisy\433837534_1dbf798b73.jpg.npy,daisy
flowers\sunflower\20812318934_82f10c45a1_n.jpg.npy,sunflower
flowers\rose\2215318403_06eb99176a.jpg.npy,rose
flowers\tulip\17557452795_339574cab2_c.jpg.npy,tulip
flowers\tulip\492046938_d09967359f_c.jpg.npy,tulip
flowers\tulip\f018f6f030.jpg.npy,tulip
flowers\dandelion\1957758708_e77bcfa600_c.jpg.npy,dandelion
flowers\daisy\3704306975_75b74497d8_jpg.rf.e2a685915269c11706152c2f95369836.jpg.npy,daisy
flowers\dandelion\dandelion-14733577.jpg.npy,dandelion
flowers\sunflower\395619833_f4ea3c8145_c.jpg.npy,sunflower
flowers\tulip\5691728635_1ccabaf209_c.jpg.npy,tulip
flowers\rose\pink-roses-3160139.jpg.npy,rose
flowers\sunflower\5492906452_80943bfd04.jpg.npy,sunflower
flowers\rose\image_01208.jpg.npy,rose
flowers\daisy\162362896_99c7d851c8_n_jpg.rf.da920901f2f5208eb043c2ceff4002c9.jpg.npy,daisy
flowers\sunflower\1419608016_707b887337_n.jpg.npy,sunflower
flowers\tulip\8cfcd8155a.jpg.npy,tulip
flowers\tulip\492051436_186d01b183_c.jpg.npy,tulip
flowers\rose\9670940733_dbc80fbf93_c.jpg.npy,rose
flowers\tulip\c236607915.jpg.npy,tulip
flowers\tulip\5674170543_73e3f403fb.jpg.npy,tulip
flowers\daisy\34524074031_e42b9b1acd_n_jpg.rf.a5836a3e2645110030cec00527af5d67.jpg.npy,daisy
flowers\dandelion\2963905796_227d37ff12.jpg.npy,dandelion
flowers\daisy\0b130baa02.jpg.npy,daisy
flowers\rose\red-roses-close-up-shot-33824659.jpg.npy,rose
flowers\rose\3666565506_52d109cd57_c.jpg.npy,rose
flowers\dandelion\dandelion-14190106.jpg.npy,dandelion
flowers\dandelion\3587967969_26176b360a_c.jpg.npy,dandelion
flowers\dandelion\42076678191_87f5abdd1f_c.jpg.npy,dandelion
flowers\rose\34568446643_b0c835e9d6_c.jpg.npy,rose
flowers\tulip\492049658_7500225021_c.jpg.npy,tulip
flowers\dandelion\b7ae6afd8d.jpg.npy,dandelion
flowers\daisy\59.jpg.npy,daisy
flowers\daisy\8008258043_5457dd254b_n.jpg.npy,daisy
flowers\sunflower\d687d525e84b39ed956c9bcd040b5a84.jpg.npy,sunflower
flowers\dandelion\4944731313_023a0508fd_n.jpg.npy,dandelion
flowers\tulip\16181659573_b789fa92b5_c.jpg.npy,tulip
flowers\dandelion\3487229452_73e3004858.jpg.npy,dandelion
flowers\dandelion\1794922981_743dab1f75_c.jpg.npy,dandelion
flowers\daisy\34310869690_56cdc84a17_n.jpg.npy,daisy
flowers\daisy\2087343668_ef4fb95787_n_jpg.rf.8333295a343dd6ea4c720f79b1ebbda4.jpg.npy,daisy
flowers\tulip\de66f5159b061747c8b07d19929fd25d.jpg.npy,tulip
flowers\rose\b32257500c.jpg.npy,rose
flowers\daisy\2514748602_343d4727c0_n_jpg.rf.93f075cd19f5d32247c6670dfae2c856.jpg.npy,daisy
flowers\tulip\7166644048_b00a14f01b_n.jpg.npy,tulip
flowers\tulip\21084139365_f44cd2a685_n.jpg.npy,tulip
flowers\sunflower\3c40bb3ac5.jpg.npy,sunflower
flowers\sunflower\9460336948_6ae968be93.jpg.npy,sunflower
flowers\daisy\2579018590_74359dcf1a_m.jpg.npy,daisy
flowers\tulip\13900235284_32ce563633_n.jpg.npy,tulip
flowers\tulip\2256214682_130c01d9d9.jpg.npy,tulip
flowers\dandelion\8981659922_7b1be892e7_m.jpg.npy,dandelion
flowers\tulip\14099204939_60e6ffa4c3_n.jpg.npy,tulip
flowers\rose\image_01167.jpg.npy,rose
flowers\dandelion\8723679596_391a724d4f_m.jpg.npy,dandelion
flowers\dandelion\32390072967_1ab7f5070f_c.jpg.npy,dandelion
flowers\dandelion\34452935802_38917677e1_c.jpg.npy,dandelion
flowers\tulip\14106386193_c11e0b2f8e_c.jpg.npy,tulip
flowers\rose\three-white-roses-21436096.jpg.npy,rose
flowers\rose\29281182344_52e48295ba_c.jpg.npy,rose
flowers\tulip\444963906_e41492b692.jpg.npy,tulip
flowers\rose\1b041db854.jpg.npy,rose
flowers\daisy\4538877108_3c793f7987_m.jpg.npy,daisy
flowers\dandelion\2539132559_a2d16a78a9_c.jpg.npy,dandelion
flowers\rose\e10e59aeca.jpg.npy,rose
flowers\tulip\13976191172_6f23a0b313.jpg.npy,tulip
flowers\daisy\image_02246.jpg.npy,daisy
flowers\dandelion\8681169825_19a21c6bf5_c.jpg.npy,dandelion
flowers\dandelion\6975068358_0c9dcc41aa_c.jpg.npy,dandelion
flowers\rose\16001846141_393fdb887e_n.jpg.npy,rose
flowers\rose\red-roses-bouquet-red-ribbon-white-background-96439399.jpg.npy,rose
flowers\sunflower\3889699518_77bf85bf44_n.jpg.npy,sunflower
flowers\daisy\435283392_72e4c5b5d6_m_jpg.rf.9eea224eba2f3d6d904585624dfe3f24.jpg.npy,daisy
flowers\tulip\lovely-pastel-pink-tulips-bunch-floral-border-light-background-top-view-layout-springtime-holidays-mother-day-greeting-card-109309355.jpg.npy,tulip
flowers\dandelion\8611000729_c2c5a1f158_c.jpg.npy,dandelion
flowers\daisy\red-gerber-daisy-sky-2629747.jpg.npy,daisy
flowers\sunflower\8041242566_752def876e_n.jpg.npy,sunflower
flowers\daisy\image_02195.jpg.npy,daisy
flowers\tulip\14487705209_ea723109e1_m.jpg.npy,tulip
flowers\tulip\2871895419_77e85acfc5_c.jpg.npy,tulip
flowers\dandelion\white-dandelion-seeds-blowing-blue-turquoise-background-close-up-abstract-118689372.jpg.npy,dandelion
flowers\tulip\5676995868_8f49587b02_c.jpg.npy,tulip
flowers\rose\pink-roses-bloom-tropical-garden-natural-green-blurring-background-represents-romance-rose-to-love-as-valentine-concept-106982002.jpg.npy,rose
flowers\tulip\a4f4994902.jpg.npy,tulip
flowers\rose\2273917656_6d6c038283.jpg.npy,rose
flowers\rose\5628552852_60bbe8d9b0_n.jpg.npy,rose
flowers\tulip\e816062bc2.jpg.npy,tulip
flowers\rose\27258090030_2b0a5f8bc3_c.jpg.npy,rose
flowers\daisy\16025261368_911703a536_n.jpg.npy,daisy
flowers\tulip\60440c4d8411389e57b42c8c04d1bc92.jpg.npy,tulip
flowers\sunflower\suntastic-yellow-sunflower-types-1586794883.jpg.npy,sunflower
flowers\dandelion\8963359346_65ca69c59d_n.jpg.npy,dandelion
flowers\daisy\55.jpg.npy,daisy
flowers\tulip\26480940321_bc6e40cc78_c.jpg.npy,tulip
flowers\dandelion\14527198546_d3399a2a93_c.jpg.npy,dandelion
flowers\dandelion\17161833794_e1d92259d2_m.jpg.npy,dandelion
flowers\dandelion\dandelion-seeds-closeup-view-some-shallow-depth-field-could-be-used-either-horizontal-vertical-47410180.jpg.npy,dandelion
flowers\tulip\30527077264_0c16c3277d_c.jpg.npy,tulip
flowers\tulip\16765283686_0315ae00a8.jpg.npy,tulip
flowers\rose\8739682211_20f1aec5fe_c.jpg.npy,rose
flowers\sunflower\36836841035_7e02ee0873_c.jpg.npy,sunflower
flowers\rose\9e2c634df2.jpg.npy,rose
flowers\dandelion\5379196970_9c8c804f62_c.jpg.npy,dandelion
flowers\rose\9303283149_ab76e3e448_c.jpg.npy,rose
flowers\tulip\f8c1b4311e.jpg.npy,tulip
flowers\tulip\19892369060_d1298a9816_n.jpg.npy,tulip
flowers\sunflower\38922087465_d307c1e426_c.jpg.npy,sunflower
flowers\rose\17291451621_0e39f08b9e_n.jpg.npy,rose
